x_grid,y_grid,river_dept,geometry,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
650541.621,3266656.135,4.7525,POINT (650541.621 3266656.1350000002),0.039507713,0.041269355,0.043024059,0.044555206,0.046294693,0.048224669,0.049602967,0.051302012,0.052852631,0.054868776,0.05703634,0.059351746,0.061638366,0.063636772,0.065495141,0.068234883,0.070497878,0.073142432,0.075490385,0.078115188,0.080256402,0.082591295,0.084878899,0.086804807,0.08966738,0.09205991,0.09388867,0.095136799,0.095957033,0.096931539,0.097046942,0.096542351,0.096838735,0.097385295,0.099067293,0.099705987,0.100370981,0.101741783,0.103168964,0.103428155,0.102962129,0.103571422,0.102787443,0.102606386,0.102037132,0.102525443,0.103097729,0.10354384,0.105058439,0.105398811,0.10500551,0.103080057,0.099886693,0.095666178,0.088656731,0.082488775,0.074930899,0.065776095,0.060302604,0.058534648,0.058294747,0.057867218,0.0573644,0.058194894,0.057852272,0.058294933,0.058788698,0.060515851,0.062355388,0.064050227,0.065598659,0.067167662,0.067990206,0.0674325,0.065656327,0.061874997,0.055558428,0.049365073,0.046756331,0.044937998,0.043555375,0.041756127,0.040691245,0.039755736,0.038186181,0.036748782,0.035404038,0.03291877,0.031974938,0.031103874,0.029914068
650541.621,3266660.835,4.795,POINT (650541.621 3266660.835),0.039507713,0.041269355,0.043024059,0.044555206,0.046294693,0.048224669,0.049602967,0.051302012,0.052852631,0.054868776,0.05703634,0.059351746,0.061638366,0.063636772,0.065495141,0.068234883,0.070497878,0.073142432,0.075490385,0.078115188,0.080256402,0.082591295,0.084878899,0.086804807,0.08966738,0.09205991,0.09388867,0.095136799,0.095957033,0.096931539,0.097046942,0.096542351,0.096838735,0.097385295,0.099067293,0.099705987,0.100370981,0.101741783,0.103168964,0.103428155,0.102962129,0.103571422,0.102787443,0.102606386,0.102037132,0.102525443,0.103097729,0.10354384,0.105058439,0.105398811,0.10500551,0.103080057,0.099886693,0.095666178,0.088656731,0.082488775,0.074930899,0.065776095,0.060302604,0.058534648,0.058294747,0.057867218,0.0573644,0.058194894,0.057852272,0.058294933,0.058788698,0.060515851,0.062355388,0.064050227,0.065598659,0.067167662,0.067990206,0.0674325,0.065656327,0.061874997,0.055558428,0.049365073,0.046756331,0.044937998,0.043555375,0.041756127,0.040691245,0.039755736,0.038186181,0.036748782,0.035404038,0.03291877,0.031974938,0.031103874,0.029914068
650546.321,3266651.435,4.643333333,POINT (650546.321 3266651.435),0.039546978,0.041304845,0.043264691,0.044852126,0.046735179,0.048482984,0.050007429,0.051736277,0.053291738,0.055383127,0.057574823,0.059998255,0.062219661,0.064350933,0.066243142,0.068698235,0.071237586,0.073917173,0.076369762,0.078895643,0.081061743,0.083861172,0.085940175,0.087942511,0.090648048,0.093064688,0.095174499,0.096447505,0.097119965,0.098022066,0.098021775,0.097556889,0.098203398,0.098904043,0.100097291,0.101238579,0.101429887,0.102780618,0.10398943,0.104483791,0.104466952,0.104770534,0.103962995,0.103806943,0.103396483,0.103904545,0.104308367,0.105155729,0.106403194,0.106766678,0.106136091,0.10398566,0.101125956,0.096484564,0.090157963,0.084046267,0.075917415,0.067097314,0.061416838,0.059806272,0.059506014,0.058613241,0.058384523,0.059313353,0.059093297,0.059547547,0.060283974,0.061898615,0.063403942,0.065492891,0.066925742,0.068117388,0.069100402,0.06863495,0.06674134,0.06282182,0.056793761,0.050599933,0.048047036,0.046110261,0.044600245,0.043068681,0.042018861,0.04087856,0.039562661,0.038056184,0.036544859,0.034091979,0.033197436,0.032438714,0.031538736
650546.321,3266656.135,4.686666667,POINT (650546.321 3266656.1350000002),0.039522219,0.041308131,0.043048393,0.044538777,0.04641157,0.04832093,0.049663365,0.051435385,0.052918151,0.054938618,0.057132285,0.059484705,0.061905127,0.063568138,0.065729894,0.068355754,0.070607185,0.073347636,0.075641878,0.078198209,0.080577135,0.082792103,0.085085988,0.0871884,0.08994817,0.092207618,0.094130628,0.095378093,0.096247762,0.097315319,0.097127713,0.096738316,0.097044311,0.097618915,0.099230088,0.099893115,0.100661688,0.10210517,0.103374191,0.103671372,0.103182279,0.103732713,0.103091568,0.102740437,0.102145888,0.102899671,0.103312083,0.103930734,0.105020799,0.105884336,0.105327912,0.103112631,0.100067019,0.095765859,0.089006573,0.082919322,0.074917823,0.06620165,0.060406148,0.058511052,0.058627635,0.058088884,0.057599541,0.058301818,0.057932306,0.058260601,0.059086699,0.060631484,0.062507518,0.064215891,0.065694608,0.067393623,0.068107404,0.067417502,0.065840892,0.062070772,0.055664394,0.049532432,0.04718871,0.045064256,0.043826342,0.042059433,0.041000545,0.039990366,0.038389821,0.036866467,0.03564937,0.033127043,0.032282997,0.031273063,0.02997981
650551.021,3266646.735,4.553333333,POINT (650551.021 3266646.7350000003),0.039546978,0.041304845,0.043264691,0.044852126,0.046735179,0.048482984,0.050007429,0.051736277,0.053291738,0.055383127,0.057574823,0.059998255,0.062219661,0.064350933,0.066243142,0.068698235,0.071237586,0.073917173,0.076369762,0.078895643,0.081061743,0.083861172,0.085940175,0.087942511,0.090648048,0.093064688,0.095174499,0.096447505,0.097119965,0.098022066,0.098021775,0.097556889,0.098203398,0.098904043,0.100097291,0.101238579,0.101429887,0.102780618,0.10398943,0.104483791,0.104466952,0.104770534,0.103962995,0.103806943,0.103396483,0.103904545,0.104308367,0.105155729,0.106403194,0.106766678,0.106136091,0.10398566,0.101125956,0.096484564,0.090157963,0.084046267,0.075917415,0.067097314,0.061416838,0.059806272,0.059506014,0.058613241,0.058384523,0.059313353,0.059093297,0.059547547,0.060283974,0.061898615,0.063403942,0.065492891,0.066925742,0.068117388,0.069100402,0.06863495,0.06674134,0.06282182,0.056793761,0.050599933,0.048047036,0.046110261,0.044600245,0.043068681,0.042018861,0.04087856,0.039562661,0.038056184,0.036544859,0.034091979,0.033197436,0.032438714,0.031538736
650551.021,3266651.435,4.6,POINT (650551.021 3266651.435),0.039546978,0.041304845,0.043264691,0.044852126,0.046735179,0.048482984,0.050007429,0.051736277,0.053291738,0.055383127,0.057574823,0.059998255,0.062219661,0.064350933,0.066243142,0.068698235,0.071237586,0.073917173,0.076369762,0.078895643,0.081061743,0.083861172,0.085940175,0.087942511,0.090648048,0.093064688,0.095174499,0.096447505,0.097119965,0.098022066,0.098021775,0.097556889,0.098203398,0.098904043,0.100097291,0.101238579,0.101429887,0.102780618,0.10398943,0.104483791,0.104466952,0.104770534,0.103962995,0.103806943,0.103396483,0.103904545,0.104308367,0.105155729,0.106403194,0.106766678,0.106136091,0.10398566,0.101125956,0.096484564,0.090157963,0.084046267,0.075917415,0.067097314,0.061416838,0.059806272,0.059506014,0.058613241,0.058384523,0.059313353,0.059093297,0.059547547,0.060283974,0.061898615,0.063403942,0.065492891,0.066925742,0.068117388,0.069100402,0.06863495,0.06674134,0.06282182,0.056793761,0.050599933,0.048047036,0.046110261,0.044600245,0.043068681,0.042018861,0.04087856,0.039562661,0.038056184,0.036544859,0.034091979,0.033197436,0.032438714,0.031538736
650555.721,3266646.735,4.528333333,POINT (650555.721 3266646.7350000003),0.039413024,0.041223388,0.043092418,0.044710562,0.046589103,0.048479751,0.049873665,0.051593501,0.05315192,0.055294022,0.057501722,0.059666559,0.062142294,0.064162247,0.065954454,0.068759747,0.071021907,0.073715754,0.07624989,0.078722425,0.081002682,0.083508648,0.085835971,0.087779641,0.090575315,0.092729896,0.094972968,0.096271507,0.096932381,0.097822942,0.097840048,0.097474255,0.097853921,0.098862916,0.099943697,0.10079024,0.101540357,0.102599025,0.103938997,0.104605608,0.104254164,0.10464742,0.103730999,0.103578933,0.103149623,0.104011498,0.103958607,0.104746558,0.105935484,0.106745817,0.105980836,0.104011334,0.101011455,0.096656732,0.090142019,0.083939731,0.076336868,0.067249589,0.061374918,0.059858482,0.059811469,0.05899987,0.0585334,0.059539925,0.05932894,0.059169423,0.060289621,0.061993983,0.06360051,0.065480478,0.067179896,0.068497777,0.069406025,0.068819337,0.066830389,0.063123912,0.057134259,0.05070284,0.048228327,0.046282366,0.045032565,0.043422867,0.042189449,0.041084673,0.039821859,0.038113818,0.036888022,0.033878908,0.033455301,0.032283515,0.031799007
650560.421,3266646.735,4.475,POINT (650560.421 3266646.7350000003),0.039413024,0.041223388,0.043092418,0.044710562,0.046589103,0.048479751,0.049873665,0.051593501,0.05315192,0.055294022,0.057501722,0.059666559,0.062142294,0.064162247,0.065954454,0.068759747,0.071021907,0.073715754,0.07624989,0.078722425,0.081002682,0.083508648,0.085835971,0.087779641,0.090575315,0.092729896,0.094972968,0.096271507,0.096932381,0.097822942,0.097840048,0.097474255,0.097853921,0.098862916,0.099943697,0.10079024,0.101540357,0.102599025,0.103938997,0.104605608,0.104254164,0.10464742,0.103730999,0.103578933,0.103149623,0.104011498,0.103958607,0.104746558,0.105935484,0.106745817,0.105980836,0.104011334,0.101011455,0.096656732,0.090142019,0.083939731,0.076336868,0.067249589,0.061374918,0.059858482,0.059811469,0.05899987,0.0585334,0.059539925,0.05932894,0.059169423,0.060289621,0.061993983,0.06360051,0.065480478,0.067179896,0.068497777,0.069406025,0.068819337,0.066830389,0.063123912,0.057134259,0.05070284,0.048228327,0.046282366,0.045032565,0.043422867,0.042189449,0.041084673,0.039821859,0.038113818,0.036888022,0.033878908,0.033455301,0.032283515,0.031799007
650565.121,3266642.035,4.3975,POINT (650565.121 3266642.035),0.039057389,0.040883902,0.042754982,0.04430766,0.046180677,0.047964066,0.04947044,0.051122576,0.052701727,0.054615524,0.056747839,0.0591789,0.061330002,0.063579023,0.065220632,0.06779515,0.07022348,0.073066898,0.075400144,0.077945806,0.079999335,0.082768984,0.084904559,0.086592555,0.089348339,0.091518521,0.093844414,0.095188864,0.095685773,0.096521206,0.097034954,0.096309066,0.096705295,0.097546488,0.098930649,0.099842422,0.100225754,0.101586647,0.102753617,0.103306949,0.103041083,0.103357203,0.102715753,0.102282681,0.102080427,0.10222999,0.102835804,0.103629649,0.105049677,0.105308503,0.10484162,0.102816381,0.099743269,0.094816744,0.088488974,0.082329996,0.074686721,0.065526746,0.060087096,0.058226869,0.058214281,0.057109267,0.057061594,0.057778686,0.057982784,0.057829078,0.058719013,0.060256649,0.062105689,0.063871421,0.065502174,0.066709422,0.067439876,0.067393132,0.065006576,0.061570872,0.055487934,0.049207557,0.046417881,0.044638168,0.043447759,0.041913033,0.040515989,0.039153863,0.038170774,0.036730096,0.035288375,0.032549504,0.031721178,0.031002797,0.030172439
650565.121,3266646.735,4.445,POINT (650565.121 3266646.7350000003),0.039188772,0.040945649,0.042806357,0.044358145,0.046248335,0.048143219,0.049458157,0.051248331,0.052766085,0.054767672,0.056971673,0.059113462,0.061586514,0.063449748,0.065266855,0.068124771,0.0704493,0.073258393,0.075610302,0.078061722,0.080210388,0.082801968,0.084876828,0.087235399,0.089894354,0.091971524,0.093886882,0.095502593,0.096208878,0.097134046,0.096822076,0.096486785,0.096856557,0.097754411,0.099153519,0.099867553,0.100875057,0.101913266,0.102926821,0.10371393,0.103467546,0.103944205,0.102913596,0.102641486,0.102048904,0.103147604,0.103204072,0.104026936,0.104784466,0.105865069,0.105210774,0.102993377,0.099967293,0.095754005,0.088825352,0.082816459,0.075457953,0.066045083,0.060362373,0.058636721,0.058534086,0.058224782,0.057345644,0.058833268,0.058051858,0.057927649,0.059040736,0.060760159,0.062605672,0.064320959,0.066248052,0.067372233,0.068238623,0.067702025,0.065817043,0.062113408,0.055910591,0.049489204,0.046807576,0.045018259,0.043813121,0.042471144,0.040980916,0.039942194,0.038541961,0.037289813,0.035831835,0.03305557,0.032456707,0.03130893,0.030581305
650569.821,3266642.035,4.366666667,POINT (650569.821 3266642.035),0.039044231,0.040848017,0.042753238,0.044334233,0.046186615,0.04798542,0.049517158,0.051104575,0.052628532,0.054652825,0.05682015,0.059154365,0.061337832,0.063585289,0.065151177,0.067872711,0.070248581,0.072988845,0.075380422,0.077945344,0.080029942,0.082724661,0.084767021,0.086613052,0.089465886,0.091630735,0.093844861,0.09530592,0.095797151,0.096564479,0.096955784,0.096257709,0.096677981,0.097495012,0.098825775,0.099797271,0.100324087,0.101664566,0.102917261,0.10332001,0.103046902,0.103496991,0.102715902,0.102294736,0.102068551,0.102295458,0.102904558,0.103762902,0.105075292,0.10523776,0.105022043,0.102932535,0.099479236,0.094873071,0.088642679,0.082584672,0.074867904,0.065551341,0.060052913,0.058205649,0.058512937,0.057290431,0.057089511,0.058172856,0.058033928,0.058132056,0.058712501,0.060405392,0.06216833,0.063880645,0.065752923,0.066886477,0.067502886,0.067368113,0.065343745,0.061554532,0.05556095,0.049282029,0.046387937,0.044716701,0.043534059,0.041796397,0.040574785,0.039401799,0.038284138,0.036740702,0.035307329,0.032663982,0.03193453,0.031059144,0.03014412
650574.521,3266637.335,4.323333333,POINT (650574.521 3266637.335),0.039051052,0.040887382,0.042808745,0.044344362,0.046275433,0.048066426,0.049576107,0.051115483,0.052671779,0.054753944,0.056909576,0.0593375,0.061510589,0.063701428,0.065265894,0.067807801,0.070438251,0.07308609,0.075589485,0.078144573,0.080147535,0.08300209,0.085092403,0.086857103,0.089465745,0.091634355,0.093977951,0.095391341,0.095926225,0.096607208,0.097134866,0.096447527,0.096685559,0.097702265,0.098864287,0.100014888,0.100358389,0.101890855,0.102980874,0.103461027,0.10319183,0.103470467,0.103059143,0.102579229,0.102302551,0.102221996,0.103158675,0.103879534,0.105420403,0.105648391,0.104958333,0.103067391,0.099639207,0.09515097,0.088926397,0.082803823,0.075109728,0.065787196,0.060296297,0.058564469,0.058439825,0.057392959,0.057493258,0.058199439,0.058333755,0.058392972,0.059011251,0.06083012,0.06231958,0.063987561,0.065980516,0.067147128,0.067519672,0.067724548,0.065577678,0.061523799,0.055594686,0.049604874,0.046822298,0.045002718,0.043607865,0.042048808,0.040930454,0.039511416,0.038583118,0.037057396,0.035285521,0.032941598,0.032086551,0.031289931,0.03046345
650574.521,3266642.035,4.28,POINT (650574.521 3266642.035),0.039044231,0.040848017,0.042753238,0.044334233,0.046186615,0.04798542,0.049517158,0.051104575,0.052628532,0.054652825,0.05682015,0.059154365,0.061337832,0.063585289,0.065151177,0.067872711,0.070248581,0.072988845,0.075380422,0.077945344,0.080029942,0.082724661,0.084767021,0.086613052,0.089465886,0.091630735,0.093844861,0.09530592,0.095797151,0.096564479,0.096955784,0.096257709,0.096677981,0.097495012,0.098825775,0.099797271,0.100324087,0.101664566,0.102917261,0.10332001,0.103046902,0.103496991,0.102715902,0.102294736,0.102068551,0.102295458,0.102904558,0.103762902,0.105075292,0.10523776,0.105022043,0.102932535,0.099479236,0.094873071,0.088642679,0.082584672,0.074867904,0.065551341,0.060052913,0.058205649,0.058512937,0.057290431,0.057089511,0.058172856,0.058033928,0.058132056,0.058712501,0.060405392,0.06216833,0.063880645,0.065752923,0.066886477,0.067502886,0.067368113,0.065343745,0.061554532,0.05556095,0.049282029,0.046387937,0.044716701,0.043534059,0.041796397,0.040574785,0.039401799,0.038284138,0.036740702,0.035307329,0.032663982,0.03193453,0.031059144,0.03014412
